,transaction_date,customer_id,description,stock_code,invoice_no,quantity,sales,unit_price
10901,6/19/2021 13:51,15334.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557296,1,29.7,29.7
10902,6/19/2021 13:55,17519.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557298,2,59.4,29.7
10903,6/19/2021 13:56,13047.0,Dog and Puppy Pads,85123A,557299,2,35.4,17.7
10904,6/19/2021 13:56,13047.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557299,1,29.7,29.7
10905,6/19/2021 13:56,13047.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557299,1,76.5,76.5
10906,6/19/2021 13:56,13047.0,UltraSound Dog Barking Deterrent,22720,557299,1,29.7,29.7
10907,6/19/2021 14:08,15373.0,NexGard Chew for Dogs,82484,557301,1,47.7,47.7
10908,6/19/2021 14:15,13102.0,Sheba Perfect Portions Pat Wet Cat Food,22197,557302,8,40.8,5.1
10909,6/19/2021 14:40,16326.0,Purina Pro Plan Adult Sensitive Skin,23284,557304,1,47.7,47.7
10910,6/19/2021 14:42,13568.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557305,1,29.7,29.7
10911,6/19/2021 14:42,13568.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,557305,1,29.7,29.7
10912,6/19/2021 14:56,14820.0,Rechargeable Pet Nail Grinder,22960,557307,1,25.5,25.5
10913,6/19/2021 15:13,16744.0,Purina Pro Plan Adult Sensitive Skin,23284,557308,1,47.7,47.7
10914,6/19/2021 15:13,16744.0,UltraSound Dog Barking Deterrent,22720,557308,1,29.7,29.7
10915,6/19/2021 15:36,15700.0,Pet Hair Remover,23203,557311,1,12.48,12.48
10916,6/19/2021 15:36,15700.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,557311,1,29.7,29.7
10917,6/19/2021 15:36,15700.0,Purina Pro Plan Adult Sensitive Skin,23284,557311,1,47.7,47.7
10918,6/19/2021 15:36,15700.0,UltraSound Dog Barking Deterrent,22720,557311,1,29.7,29.7
10919,6/19/2021 15:47,17001.0,Earth Rated Dog Poop Bags,85099B,557312,4,49.92,12.48
10920,6/19/2021 15:47,17001.0,Pet Hair Remover,23203,557312,2,24.96,12.48
10921,6/19/2021 15:56,13524.0,Dog and Puppy Pads,85123A,557313,2,35.4,17.7
10922,6/19/2021 16:02,15535.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557315,1,29.7,29.7
10923,6/19/2021 16:04,17299.0,Pet Hair Remover,23203,557316,1,12.48,12.48
10924,6/19/2021 16:11,14911.0,Rechargeable Pet Nail Grinder,22960,557318,1,25.5,25.5
10925,6/20/2021 8:23,15076.0,Pet Odor Eliminator,84879,557319,2,20.28,10.14
10926,6/20/2021 8:23,15076.0,Rechargeable Pet Nail Grinder,22960,557319,1,25.5,25.5
10927,6/20/2021 8:23,15076.0,Sheba Perfect Portions Pat Wet Cat Food,22197,557319,2,10.2,5.1
10928,6/20/2021 9:41,,Indoor Pet Camera,22502,557324,1,64.74,64.74
10929,6/20/2021 9:41,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557324,1,64.74,64.74
10930,6/20/2021 9:41,,Pet Hair Remover,23203,557324,1,24.78,24.78
10931,6/20/2021 9:41,,Rechargeable Pet Nail Grinder,22960,557324,1,49.74,49.74
10932,6/20/2021 9:41,,Sheba Perfect Portions Pat Wet Cat Food,22197,557324,1,9.78,9.78
10933,6/20/2021 9:41,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557324,1,76.5,76.5
10934,6/20/2021 9:41,,Templation Soft Cat Treats,23084,557324,1,24.78,24.78
10935,6/20/2021 9:50,14194.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557326,2,59.4,29.7
10936,6/20/2021 9:50,14194.0,Pet Hair Remover,23203,557326,2,24.96,12.48
10937,6/20/2021 9:50,14194.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,557326,1,29.7,29.7
10938,6/20/2021 9:53,14646.0,Pet Hair Remover,23203,557328,1,12.48,12.48
10939,6/20/2021 9:53,14646.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,557328,1,29.7,29.7
10940,6/20/2021 9:53,14646.0,Templation Soft Cat Treats,23084,557328,1,12.48,12.48
10941,6/20/2021 10:20,14291.0,Templation Soft Cat Treats,23084,557330,1,12.48,12.48
10942,6/20/2021 10:25,17723.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557333,25,622.5,24.9
10943,6/20/2021 10:34,16717.0,Dog and Puppy Pads,85123A,557349,1,17.7,17.7
10944,6/20/2021 10:34,16717.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557349,1,29.7,29.7
10945,6/20/2021 10:34,16717.0,Pet Hair Remover,23203,557349,2,24.96,12.48
10946,6/20/2021 10:41,16670.0,Earth Rated Dog Poop Bags,85099B,557350,2,24.96,12.48
10947,6/20/2021 10:41,16670.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557350,2,24.96,12.48
10948,6/20/2021 10:41,16670.0,Pet Grooming Brush,20725,557350,2,19.8,9.9
10949,6/20/2021 10:41,16670.0,UltraSound Dog Barking Deterrent,22720,557350,1,29.7,29.7
10950,6/20/2021 11:30,15747.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557406,1,12.48,12.48
10951,6/20/2021 11:30,15747.0,Pet Grooming Brush,20725,557406,1,9.9,9.9
10952,6/20/2021 11:34,15410.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557409,4,118.8,29.7
10953,6/20/2021 11:36,14701.0,Earth Rated Dog Poop Bags,85099B,557410,1,12.48,12.48
10954,6/20/2021 11:36,14701.0,Purina Pro Plan Adult Sensitive Skin,23284,557410,1,47.7,47.7
10955,6/20/2021 11:37,13343.0,Rechargeable Pet Nail Grinder,22960,,-1,-25.5,25.5
10956,6/20/2021 11:42,15840.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557414,1,29.7,29.7
10957,6/20/2021 11:42,15840.0,Sheba Perfect Portions Pat Wet Cat Food,22197,557414,2,10.2,5.1
10958,6/20/2021 11:42,15840.0,UltraSound Dog Barking Deterrent,22720,557414,1,29.7,29.7
10959,6/20/2021 12:06,15016.0,Purina Pro Plan Adult Sensitive Skin,23284,557426,1,47.7,47.7
10960,6/20/2021 12:14,12429.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557427,2,59.4,29.7
10961,6/20/2021 12:27,16013.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557430,17,382.5,22.5
10962,6/20/2021 12:37,18260.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557431,2,59.4,29.7
10963,6/20/2021 12:37,18260.0,ProBiotic Supplements for Dogs,79321,557431,1,34.5,34.5
10964,6/20/2021 12:37,18260.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,557431,2,59.4,29.7
10965,6/20/2021 12:53,14808.0,Templation Soft Cat Treats,23084,557442,1,12.48,12.48
10966,6/20/2021 13:08,13815.0,Earth Rated Dog Poop Bags,85099B,557466,2,24.96,12.48
10967,6/20/2021 13:08,13815.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557466,5,62.4,12.48
10968,6/20/2021 13:08,13815.0,Pet Hair Remover,23203,557466,2,24.96,12.48
10969,6/20/2021 13:08,13815.0,Rechargeable Pet Nail Grinder,22960,557466,2,45.0,22.5
10970,6/20/2021 13:08,13815.0,Sheba Perfect Portions Pat Wet Cat Food,22197,557466,2,10.2,5.1
10971,6/20/2021 13:14,16713.0,NexGard Chew for Dogs,82484,557468,1,47.7,47.7
10972,6/20/2021 13:14,16713.0,Pet Grooming Brush,20725,557468,1,9.9,9.9
10973,6/20/2021 13:14,16713.0,Purina Pro Plan Adult Sensitive Skin,23284,557468,1,47.7,47.7
10974,6/20/2021 13:14,16713.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557468,1,76.5,76.5
10975,6/20/2021 13:14,16713.0,Templation Soft Cat Treats,23084,557468,1,12.48,12.48
10976,6/20/2021 13:18,12904.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557469,1,29.7,29.7
10977,6/20/2021 13:27,12432.0,ProBiotic Supplements for Dogs,79321,557472,2,69.0,34.5
10978,6/20/2021 13:28,17428.0,NexGard Chew for Dogs,82484,557473,2,81.0,40.5
10979,6/20/2021 13:41,18223.0,Canned Cat Food,21137,557476,1,22.5,22.5
10980,6/20/2021 13:41,18223.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557476,2,59.4,29.7
10981,6/20/2021 13:41,18223.0,Sheba Perfect Portions Pat Wet Cat Food,22197,557476,2,10.2,5.1
10982,6/20/2021 13:41,18223.0,UltraSound Dog Barking Deterrent,22720,557476,1,29.7,29.7
10983,6/20/2021 13:44,18223.0,Canned Cat Food,21137,557477,2,45.0,22.5
10984,6/20/2021 13:52,13408.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,25.5
10985,6/20/2021 13:56,16700.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,25.5
10986,6/20/2021 14:10,,Rechargeable Pet Nail Grinder,22960,557480,1,49.74,49.74
10987,6/20/2021 14:11,,Earth Rated Dog Poop Bags,85099B,557481,1,24.78,24.78
10988,6/20/2021 14:11,,Earth Rated Dog Poop Bags,85099B,557482,1,24.78,24.78
10989,6/20/2021 14:11,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557481,1,24.78,24.78
10990,6/20/2021 14:11,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557482,1,24.78,24.78
10991,6/20/2021 14:38,15769.0,Earth Rated Dog Poop Bags,85099B,557485,50,537.0,10.74
10992,6/20/2021 14:38,15769.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557485,50,537.0,10.74
10993,6/20/2021 14:58,12490.0,Earth Rated Dog Poop Bags,85099B,557489,4,49.92,12.48
10994,6/20/2021 14:58,12490.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557489,2,24.96,12.48
10995,6/20/2021 14:58,12490.0,Pet Hair Remover,23203,557489,2,24.96,12.48
10996,6/20/2021 14:58,12490.0,Templation Soft Cat Treats,23084,557489,4,42.96,10.74
10997,6/20/2021 15:06,13199.0,Templation Soft Cat Treats,23084,557490,8,85.92,10.74
10998,6/20/2021 15:08,13717.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557492,1,76.5,76.5
10999,6/20/2021 15:18,,Earth Rated Dog Poop Bags,85099B,557493,1,24.78,24.78
11000,6/20/2021 15:18,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557493,1,24.78,24.78
11001,6/20/2021 15:18,,Sheba Perfect Portions Pat Wet Cat Food,22197,557493,1,9.78,9.78
11002,6/20/2021 15:19,,Earth Rated Dog Poop Bags,85099B,557494,1,24.78,24.78
11003,6/20/2021 15:19,,Earth Rated Dog Poop Bags,85099B,557495,1,24.78,24.78
11004,6/20/2021 15:19,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557494,1,24.78,24.78
11005,6/20/2021 15:19,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557496,1,24.78,24.78
11006,6/20/2021 15:19,,Sheba Perfect Portions Pat Wet Cat Food,22197,557496,1,9.78,9.78
11007,6/20/2021 15:20,,Earth Rated Dog Poop Bags,85099B,557497,1,24.78,24.78
11008,6/20/2021 15:27,,Canned Cat Food,21137,557500,1,44.76,44.76
11009,6/20/2021 15:27,,Pet Grooming Brush,20725,557500,1,24.78,24.78
11010,6/20/2021 15:27,,Rechargeable Pet Nail Grinder,22960,557500,1,49.74,49.74
11011,6/20/2021 15:27,,Templation Soft Cat Treats,23084,557500,2,49.56,24.78
11012,6/20/2021 15:32,,Dog and Puppy Pads,85123A,557502,4,138.96,34.74
11013,6/20/2021 15:32,,Earth Rated Dog Poop Bags,85099B,557502,1,24.78,24.78
11014,6/20/2021 15:32,,Indoor Pet Camera,22502,557502,1,64.74,64.74
11015,6/20/2021 15:32,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557502,1,24.78,24.78
11016,6/20/2021 15:32,,NexGard Chew for Dogs,82484,557502,1,99.78,99.78
11017,6/20/2021 15:32,,Pet Hair Remover,23203,557502,1,24.78,24.78
11018,6/20/2021 15:32,,ProBiotic Supplements for Dogs,79321,557502,1,74.76,74.76
11019,6/20/2021 15:32,,Templation Soft Cat Treats,23084,557502,1,24.78,24.78
11020,6/20/2021 15:47,16839.0,Pet Grooming Brush,20725,557503,2,19.8,9.9
11021,6/20/2021 15:48,16839.0,UltraSound Dog Barking Deterrent,22720,557504,6,153.0,25.5
11022,6/20/2021 16:05,17490.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,22.5
11023,6/20/2021 16:58,14667.0,Pet Odor Eliminator,84879,557514,3,30.42,10.14
11024,6/21/2021 9:26,12759.0,Dog and Puppy Pads,85123A,557525,1,17.7,17.7
11025,6/21/2021 9:26,12759.0,Rechargeable Pet Nail Grinder,22960,557525,1,25.5,25.5
11026,6/21/2021 9:26,12759.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557525,1,76.5,76.5
11027,6/21/2021 9:30,14397.0,NexGard Chew for Dogs,82484,557526,1,47.7,47.7
11028,6/21/2021 9:44,13941.0,ProBiotic Supplements for Dogs,79321,557527,4,118.8,29.7
11029,6/21/2021 9:49,17159.0,Earth Rated Dog Poop Bags,85099B,557528,2,24.96,12.48
11030,6/21/2021 9:49,17159.0,Pet Hair Remover,23203,557528,2,24.96,12.48
11031,6/21/2021 9:49,17159.0,Pet Odor Eliminator,84879,557528,3,30.42,10.14
11032,6/21/2021 9:49,17159.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,557528,1,29.7,29.7
11033,6/21/2021 9:49,17159.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557528,1,76.5,76.5
11034,6/21/2021 9:58,15189.0,Templation Soft Cat Treats,23084,557529,4,42.96,10.74
11035,6/21/2021 10:37,15329.0,Purina Pro Plan Adult Sensitive Skin,23284,557560,1,47.7,47.7
11036,6/21/2021 10:37,15329.0,Rechargeable Pet Nail Grinder,22960,557560,1,25.5,25.5
11037,6/21/2021 10:37,15329.0,Sheba Perfect Portions Pat Wet Cat Food,22197,557560,2,10.2,5.1
11038,6/21/2021 10:37,15329.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557560,1,76.5,76.5
11039,6/21/2021 10:48,15998.0,Dog and Puppy Pads,85123A,557570,1,17.7,17.7
11040,6/21/2021 10:48,15998.0,Pet Odor Eliminator,84879,557570,1,10.14,10.14
11041,6/21/2021 10:48,15998.0,Purina Pro Plan Adult Sensitive Skin,23284,557570,1,47.7,47.7
11042,6/21/2021 10:48,15998.0,Sheba Perfect Portions Pat Wet Cat Food,22197,557570,1,5.1,5.1
11043,6/21/2021 10:55,15061.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557572,6,394.2,65.7
11044,6/21/2021 11:02,14606.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557577,1,12.48,12.48
11045,6/21/2021 11:19,15507.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557595,1,29.7,29.7
11046,6/21/2021 11:19,15507.0,Pet Odor Eliminator,84879,557595,3,30.42,10.14
11047,6/21/2021 11:19,15507.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,557595,1,29.7,29.7
11048,6/21/2021 11:19,15507.0,Rechargeable Pet Nail Grinder,22960,557595,1,25.5,25.5
11049,6/21/2021 11:33,14667.0,Earth Rated Dog Poop Bags,85099B,557598,1,12.48,12.48
11050,6/21/2021 11:33,14667.0,Pet Odor Eliminator,84879,557598,4,40.56,10.14
11051,6/21/2021 11:47,18252.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557601,1,29.7,29.7
11052,6/21/2021 11:57,14110.0,Canned Cat Food,21137,557602,4,81.36,20.34
11053,6/21/2021 11:57,14110.0,Earth Rated Dog Poop Bags,85099B,557602,2,24.96,12.48
11054,6/21/2021 12:03,15039.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557604,9,224.1,24.9
11055,6/21/2021 12:03,15039.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557604,2,24.96,12.48
11056,6/21/2021 12:03,15039.0,Pet Hair Remover,23203,557604,1,12.48,12.48
11057,6/21/2021 12:03,15039.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,557604,1,29.7,29.7
11058,6/21/2021 12:03,15039.0,Sheba Perfect Portions Pat Wet Cat Food,22197,557604,2,10.2,5.1
11059,6/21/2021 13:24,15498.0,Earth Rated Dog Poop Bags,85099B,557615,4,49.92,12.48
11060,6/21/2021 13:24,15498.0,Pet Grooming Brush,20725,557615,2,19.8,9.9
11061,6/21/2021 13:24,15498.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557615,1,76.5,76.5
11062,6/21/2021 13:25,12930.0,Pet Odor Eliminator,84879,557616,3,30.42,10.14
11063,6/21/2021 13:37,14543.0,NexGard Chew for Dogs,82484,557617,2,81.0,40.5
11064,6/21/2021 13:58,17757.0,Sheba Perfect Portions Pat Wet Cat Food,22197,557619,2,10.2,5.1
11065,6/21/2021 14:00,12444.0,NexGard Chew for Dogs,82484,557621,1,47.7,47.7
11066,6/21/2021 14:00,12444.0,Pet Odor Eliminator,84879,557621,2,20.28,10.14
11067,6/21/2021 14:00,12444.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557621,1,76.5,76.5
11068,6/21/2021 14:15,17960.0,Templation Soft Cat Treats,23084,557622,1,12.48,12.48
11069,6/21/2021 14:23,15159.0,Canned Cat Food,21137,557625,2,45.0,22.5
11070,6/21/2021 14:23,15159.0,Pet Grooming Brush,20725,557625,2,19.8,9.9
11071,6/21/2021 14:29,14175.0,Sheba Perfect Portions Pat Wet Cat Food,22197,557626,2,10.2,5.1
11072,6/21/2021 14:29,14175.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557626,1,76.5,76.5
11073,6/21/2021 14:31,15311.0,Earth Rated Dog Poop Bags,85099B,557628,17,182.58,10.74
11074,6/21/2021 14:31,15311.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557628,17,182.58,10.74
11075,6/21/2021 14:53,13178.0,Earth Rated Dog Poop Bags,85099B,557630,2,24.96,12.48
11076,6/21/2021 14:53,13178.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557630,2,24.96,12.48
11077,6/21/2021 14:53,13178.0,Pet Grooming Brush,20725,557630,4,39.6,9.9
11078,6/21/2021 14:53,13178.0,Pet Hair Remover,23203,557630,2,24.96,12.48
11079,6/21/2021 14:53,13178.0,Templation Soft Cat Treats,23084,557630,1,12.48,12.48
11080,6/21/2021 15:01,18229.0,Canned Cat Food,21137,557631,4,81.36,20.34
11081,6/21/2021 15:13,13750.0,Canned Cat Food,21137,557633,8,162.72,20.34
11082,6/21/2021 15:13,13750.0,Purina Pro Plan Adult Sensitive Skin,23284,557633,1,47.7,47.7
11083,6/21/2021 15:24,15412.0,Dog and Puppy Pads,85123A,557634,1,17.7,17.7
11084,6/21/2021 15:41,17841.0,ProBiotic Supplements for Dogs,79321,557636,1,34.5,34.5
11085,6/21/2021 16:24,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557640,6,388.44,64.74
11086,6/21/2021 16:24,,Pet Grooming Brush,20725,557640,5,148.8,29.76
11087,6/21/2021 16:24,,ProBiotic Supplements for Dogs,79321,557640,1,74.76,74.76
11088,6/21/2021 16:24,,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,557640,3,194.22,64.74
11089,6/21/2021 16:24,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557640,1,149.76,149.76
11090,6/21/2021 16:35,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557641,1,24.78,24.78
11091,6/21/2021 16:35,,UltraSound Dog Barking Deterrent,22720,557641,1,64.74,64.74
11092,6/21/2021 16:36,,Earth Rated Dog Poop Bags,85099B,557643,1,24.78,24.78
11093,6/21/2021 16:36,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557643,1,24.78,24.78
11094,6/21/2021 17:06,,Dog and Puppy Pads,85123A,557644,1,34.74,34.74
11095,6/21/2021 17:06,,Earth Rated Dog Poop Bags,85099B,557644,1,24.78,24.78
11096,6/21/2021 17:06,,Indoor Pet Camera,22502,557644,1,64.74,64.74
11097,6/21/2021 17:06,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557644,2,59.4,29.7
11098,6/21/2021 17:06,,Pet Hair Remover,23203,557644,1,24.78,24.78
11099,6/21/2021 17:06,,Purina Pro Plan Adult Sensitive Skin,23284,557644,1,99.78,99.78
11100,6/21/2021 17:06,,Rechargeable Pet Nail Grinder,22960,557644,1,49.74,49.74
11101,6/21/2021 17:06,,UltraSound Dog Barking Deterrent,22720,557644,1,64.74,64.74
11102,6/21/2021 17:08,,Earth Rated Dog Poop Bags,85099B,557645,1,24.78,24.78
11103,6/21/2021 17:08,,Indoor Pet Camera,22502,557645,1,64.74,64.74
11104,6/21/2021 17:08,,Sheba Perfect Portions Pat Wet Cat Food,22197,557645,1,9.78,9.78
11105,6/21/2021 17:13,17139.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
11106,6/21/2021 17:14,17677.0,Sheba Perfect Portions Pat Wet Cat Food,22197,,0,0.0,4.32
11107,6/21/2021 17:25,14040.0,Pet Grooming Brush,20725,,0,0.0,9.9
11108,6/21/2021 17:25,14040.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
11109,6/21/2021 17:59,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,,-1,-29.7,29.7
11110,6/21/2021 17:59,,Pet Grooming Brush,20725,,-2,-19.8,9.9
11111,6/21/2021 17:59,,Pet Odor Eliminator,84879,,-4,-40.56,10.14
11112,6/22/2021 8:30,15606.0,Templation Soft Cat Treats,23084,557667,4,42.96,10.74
11113,6/22/2021 9:43,12674.0,Templation Soft Cat Treats,23084,557669,4,42.96,10.74
11114,6/22/2021 10:11,12798.0,Templation Soft Cat Treats,23084,557670,48,515.52,10.74
11115,6/22/2021 10:13,16114.0,UltraSound Dog Barking Deterrent,22720,557672,1,29.7,29.7
11116,6/22/2021 10:15,16180.0,Earth Rated Dog Poop Bags,85099B,557673,17,182.58,10.74
11117,6/22/2021 10:15,16180.0,Pet Hair Remover,23203,557673,17,182.58,10.74
11118,6/22/2021 10:28,15804.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557676,1,76.5,76.5
11119,6/22/2021 10:28,15804.0,Templation Soft Cat Treats,23084,557676,2,24.96,12.48
11120,6/22/2021 10:39,15840.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
11121,6/22/2021 12:09,15194.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557744,2,24.96,12.48
11122,6/22/2021 12:09,15194.0,UltraSound Dog Barking Deterrent,22720,557744,1,29.7,29.7
11123,6/22/2021 12:16,15750.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557745,1,12.48,12.48
11124,6/22/2021 12:16,15750.0,Templation Soft Cat Treats,23084,557745,1,12.48,12.48
11125,6/22/2021 12:24,15059.0,Sheba Perfect Portions Pat Wet Cat Food,22197,557746,1,5.1,5.1
11126,6/22/2021 12:25,13611.0,Pet Odor Eliminator,84879,557747,3,30.42,10.14
11127,6/22/2021 12:32,14527.0,NexGard Chew for Dogs,82484,557748,1,47.7,47.7
11128,6/22/2021 12:32,14527.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,557748,1,29.7,29.7
11129,6/22/2021 12:44,13477.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557749,1,76.5,76.5
11130,6/22/2021 12:44,13477.0,Templation Soft Cat Treats,23084,557749,4,42.96,10.74
11131,6/22/2021 12:56,14092.0,Purina Pro Plan Adult Sensitive Skin,23284,557751,1,47.7,47.7
11132,6/22/2021 12:56,14092.0,Rechargeable Pet Nail Grinder,22960,557751,2,45.0,22.5
11133,6/22/2021 12:56,14092.0,UltraSound Dog Barking Deterrent,22720,557751,2,59.4,29.7
11134,6/22/2021 12:57,14092.0,UltraSound Dog Barking Deterrent,22720,557752,1,29.7,29.7
11135,6/22/2021 13:14,14733.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557755,3,89.1,29.7
11136,6/22/2021 13:14,14733.0,NexGard Chew for Dogs,82484,557755,1,47.7,47.7
11137,6/22/2021 13:28,17585.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557758,1,29.7,29.7
11138,6/22/2021 13:28,17585.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,557758,1,29.7,29.7
11139,6/22/2021 13:28,17585.0,UltraSound Dog Barking Deterrent,22720,557758,1,29.7,29.7
11140,6/22/2021 13:52,14156.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,557759,1,29.7,29.7
11141,6/22/2021 13:59,14214.0,Pet Hair Remover,23203,557761,2,24.96,12.48
11142,6/22/2021 14:01,15810.0,Pet Grooming Brush,20725,557762,2,19.8,9.9
11143,6/22/2021 14:10,17669.0,Dog and Puppy Pads,85123A,557763,1,17.7,17.7
11144,6/22/2021 14:10,17669.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,557763,4,49.92,12.48
11145,6/22/2021 14:10,17669.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,557763,1,29.7,29.7
11146,6/22/2021 14:21,13089.0,NexGard Chew for Dogs,82484,557764,1,47.7,47.7
11147,6/22/2021 14:21,13089.0,Pet Grooming Brush,20725,557764,2,19.8,9.9
11148,6/22/2021 14:21,13089.0,Pet Odor Eliminator,84879,557764,6,60.84,10.14
11149,6/22/2021 14:41,14643.0,UltraSound Dog Barking Deterrent,22720,557770,2,59.4,29.7
11150,6/22/2021 14:43,15601.0,Dog and Puppy Pads,85123A,557771,1,17.7,17.7
11151,6/22/2021 14:43,15601.0,UltraSound Dog Barking Deterrent,22720,557771,1,29.7,29.7
11152,6/22/2021 14:47,16458.0,Earth Rated Dog Poop Bags,85099B,557772,4,49.92,12.48
11153,6/22/2021 15:00,13695.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557774,2,59.4,29.7
11154,6/22/2021 15:00,13695.0,Pet Odor Eliminator,84879,557774,2,20.28,10.14
11155,6/22/2021 15:07,14422.0,Dog and Puppy Pads,85123A,557776,1,17.7,17.7
11156,6/22/2021 15:41,14640.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,557782,2,59.4,29.7
11157,6/22/2021 15:41,14640.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557782,1,76.5,76.5
11158,6/22/2021 16:01,15550.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,557786,1,76.5,76.5
11159,6/22/2021 16:16,15041.0,Templation Soft Cat Treats,23084,557787,1,12.48,12.48
11160,6/22/2021 16:44,16987.0,Purina Pro Plan Adult Sensitive Skin,23284,557792,1,47.7,47.7
