transaction_date,customer_id,sale_product_description,stock_code,invoice_no,quantity,sale,unit_price
2021-06-28 10:37:00,16545,ProBiotic Supplements for Dogs,79321,558294,8,237.6,29.7
2021-06-28 11:20:00,16671,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,558310,54,826.2,15.3
2021-06-28 11:44:00,15065,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558315,1,29.7,29.7
2021-06-28 11:44:00,15065,Rechargeable Pet Nail Grinder,22960,558315,1,25.5,25.5
2021-06-28 11:45:00,-1,Earth Rated Dog Poop Bags,85099,558316,2,49.56,24.78
2021-06-28 11:45:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558316,1,24.78,24.78
2021-06-28 11:45:00,-1,Templation Soft Cat Treats,23084,558316,1,24.78,24.78
2021-06-28 11:53:00,-1,Earth Rated Dog Poop Bags,85099,558321,1,24.78,24.78
2021-06-28 11:53:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558321,1,24.78,24.78
2021-06-28 11:53:00,-1,Sheba Perfect Portions Pat Wet Cat Food,22197,558321,1,9.78,9.78
2021-06-28 12:09:00,15146,Pet Odor Eliminator,84879,558328,3,30.42,10.14
2021-06-28 12:16:00,12748,ProBiotic Supplements for Dogs,79321,558330,1,34.5,34.5
2021-06-28 12:16:00,12748,Sheba Perfect Portions Pat Wet Cat Food,22197,558330,5,25.5,5.1
2021-06-28 13:17:00,14364,Pet Grooming Brush,20725,558336,4,39.6,9.9
2021-06-28 13:17:00,14364,Rechargeable Pet Nail Grinder,22960,558336,2,45.0,22.5
2021-06-28 13:36:00,16824,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558338,1,76.5,76.5
2021-06-28 14:20:00,14741,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558341,2,59.4,29.7
2021-06-28 14:50:00,17188,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558348,1,29.7,29.7
2021-06-28 14:50:00,17188,ProBiotic Supplements for Dogs,79321,558348,1,34.5,34.5
2021-06-28 14:52:00,13767,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558351,1,76.5,76.5
2021-06-28 14:58:00,13614,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558355,1,29.7,29.7
2021-06-28 14:58:00,13614,Purina Pro Plan Adult Sensitive Skin,23284,558355,1,47.7,47.7
2021-06-28 15:31:00,16550,ProBiotic Supplements for Dogs,79321,558367,1,34.5,34.5
2021-06-28 15:36:00,14329,Pet Hair Remover,23203,558368,2,24.96,12.48
2021-06-28 15:36:00,14329,Purina Pro Plan Adult Sensitive Skin,23284,558368,1,47.7,47.7
2021-06-28 15:44:00,-1,Pet Grooming Brush,20725,558371,3,89.28,29.76
2021-06-28 15:44:00,-1,ProBiotic Supplements for Dogs,79321,558371,1,74.76,74.76
2021-06-28 15:44:00,-1,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558371,4,258.96,64.74
2021-06-28 15:44:00,-1,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558371,2,299.52,149.76
2021-06-28 15:47:00,16200,Earth Rated Dog Poop Bags,85099,558372,1,12.48,12.48
2021-06-28 15:47:00,16200,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558372,1,29.7,29.7
2021-06-28 15:47:00,16200,Pet Grooming Brush,20725,558372,1,9.9,9.9
2021-06-28 15:47:00,16200,Pet Hair Remover,23203,558372,1,12.48,12.48
2021-06-28 15:47:00,16200,Pet Odor Eliminator,84879,558372,3,30.42,10.14
2021-06-28 15:47:00,16200,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558372,1,29.7,29.7
2021-06-28 15:47:00,16200,Purina Pro Plan Adult Sensitive Skin,23284,558372,1,47.7,47.7
2021-06-28 16:02:00,13418,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558375,4,118.8,29.7
2021-06-28 17:28:00,17997,Pet Hair Remover,23203,558382,1,12.48,12.48
2021-06-29 08:58:00,18075,NexGard Chew for Dogs,82484,558383,1,47.7,47.7
2021-06-29 08:58:00,18075,Pet Odor Eliminator,84879,558383,2,20.28,10.14
2021-06-29 09:09:00,17389,Rechargeable Pet Nail Grinder,22960,558384,1,25.5,25.5
2021-06-29 09:13:00,16525,UltraSound Dog Barking Deterrent,22720,558385,6,153.0,25.5
2021-06-29 10:00:00,-1,Dog and Puppy Pads,85123,558388,1,17.7,17.7
2021-06-29 10:00:00,-1,Pet Odor Eliminator,84879,558388,2,20.28,10.14
2021-06-29 10:00:00,-1,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558388,1,29.7,29.7
2021-06-29 10:00:00,-1,Rechargeable Pet Nail Grinder,22960,558388,1,25.5,25.5
2021-06-29 10:00:00,-1,Sheba Perfect Portions Pat Wet Cat Food,22197,558388,4,20.4,5.1
2021-06-29 10:00:00,-1,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558388,1,76.5,76.5
2021-06-29 10:00:00,-1,UltraSound Dog Barking Deterrent,22720,558388,1,29.7,29.7
2021-06-29 10:18:00,14383,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558389,1,29.7,29.7
2021-06-29 10:18:00,14383,Pet Odor Eliminator,84879,558389,2,20.28,10.14
2021-06-29 10:18:00,14383,Rechargeable Pet Nail Grinder,22960,558389,1,25.5,25.5
2021-06-29 10:18:00,14383,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558389,1,76.5,76.5
2021-06-29 10:23:00,13461,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558390,4,49.92,12.48
2021-06-29 10:23:00,13461,Pet Hair Remover,23203,558390,4,49.92,12.48
2021-06-29 10:50:00,16059,Dog and Puppy Pads,85123,558416,1,17.7,17.7
2021-06-29 11:35:00,12901,Rechargeable Pet Nail Grinder,22960,558418,1,22.5,22.5
2021-06-29 11:47:00,15611,Templation Soft Cat Treats,23084,558421,4,42.96,10.74
2021-06-29 12:12:00,13238,Earth Rated Dog Poop Bags,85099,558430,2,24.96,12.48
2021-06-29 12:12:00,13238,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558430,2,24.96,12.48
2021-06-29 12:12:00,13238,Pet Hair Remover,23203,558430,2,24.96,12.48
2021-06-29 12:15:00,14911,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558431,1,29.7,29.7
2021-06-29 12:53:00,17408,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558440,1,76.5,76.5
2021-06-29 13:10:00,15537,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558442,1,29.7,29.7
2021-06-29 13:58:00,14327,Dog and Puppy Pads,85123,558455,4,70.8,17.7
2021-06-29 13:58:00,17063,Earth Rated Dog Poop Bags,85099,558454,2,24.96,12.48
2021-06-29 13:58:00,17063,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558454,2,24.96,12.48
2021-06-29 13:58:00,17063,Pet Hair Remover,23203,558454,2,24.96,12.48
2021-06-29 13:58:00,17063,Purina Pro Plan Adult Sensitive Skin,23284,558454,1,47.7,47.7
2021-06-29 14:17:00,14527,Dog and Puppy Pads,85123,558458,1,17.7,17.7
2021-06-29 14:17:00,14527,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558458,1,29.7,29.7
2021-06-29 14:17:00,14527,NexGard Chew for Dogs,82484,558458,1,47.7,47.7
2021-06-29 14:17:00,14527,Purina Pro Plan Adult Sensitive Skin,23284,558458,1,47.7,47.7
2021-06-29 14:20:00,15334,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,558459,1,17.7,17.7
2021-06-29 15:03:00,13263,Dog and Puppy Pads,85123,558461,1,17.7,17.7
2021-06-29 15:03:00,13263,Pet Grooming Brush,20725,558461,1,9.9,9.9
2021-06-29 15:11:00,13982,Earth Rated Dog Poop Bags,85099,558462,2,24.96,12.48
2021-06-29 15:22:00,17757,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,558467,2,35.4,17.7
2021-06-29 15:22:00,17757,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558467,2,59.4,29.7
2021-06-29 15:41:00,16553,Pet Odor Eliminator,84879,558473,14,141.96,10.14
2021-06-29 15:42:00,16553,UltraSound Dog Barking Deterrent,22720,558474,8,204.0,25.5
2021-06-29 15:58:00,-1,Indoor Pet Camera,22502,558475,1,64.74,64.74
2021-06-29 15:58:00,-1,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558475,1,64.74,64.74
2021-06-29 15:58:00,-1,Pet Grooming Brush,20725,558475,1,24.78,24.78
2021-06-29 15:58:00,-1,Rechargeable Pet Nail Grinder,22960,558475,1,49.74,49.74
2021-06-29 15:58:00,-1,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558475,1,149.76,149.76
2021-06-29 15:58:00,-1,Templation Soft Cat Treats,23084,558475,5,123.9,24.78
2021-06-29 16:07:00,16775,Dog and Puppy Pads,85123,558478,1,17.7,17.7
2021-06-29 16:07:00,16775,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558478,2,59.4,29.7
2021-06-29 16:07:00,16775,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558478,1,29.7,29.7
2021-06-29 16:44:00,17837,Dog and Puppy Pads,85123,558479,1,17.7,17.7
2021-06-30 08:17:00,15271,Dog and Puppy Pads,85123,558480,1,17.7,17.7
2021-06-30 08:17:00,15271,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558480,1,29.7,29.7
2021-06-30 09:02:00,17675,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558481,1,29.7,29.7
2021-06-30 09:02:00,17675,NexGard Chew for Dogs,82484,558481,1,47.7,47.7
2021-06-30 09:02:00,17675,Pet Grooming Brush,20725,558481,2,19.8,9.9
2021-06-30 09:02:00,17675,Pet Odor Eliminator,84879,558481,4,40.56,10.14
2021-06-30 09:02:00,17675,UltraSound Dog Barking Deterrent,22720,558481,1,29.7,29.7
2021-06-30 09:59:00,18171,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558483,2,59.4,29.7
2021-06-30 09:59:00,18171,Pet Odor Eliminator,84879,558483,3,30.42,10.14
2021-06-30 09:59:00,18171,Purina Pro Plan Adult Sensitive Skin,23284,558483,1,47.7,47.7
2021-06-30 10:09:00,14267,Dog and Puppy Pads,85123,558484,1,17.7,17.7
2021-06-30 10:09:00,14267,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558484,1,29.7,29.7
2021-06-30 10:09:00,14267,Rechargeable Pet Nail Grinder,22960,558484,2,45.0,22.5
2021-06-30 10:09:00,14267,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558484,1,76.5,76.5
2021-06-30 10:09:00,14267,UltraSound Dog Barking Deterrent,22720,558484,1,29.7,29.7
2021-06-30 10:11:00,-1,Templation Soft Cat Treats,23084,558485,1,12.48,12.48
2021-06-30 10:19:00,13871,NexGard Chew for Dogs,82484,558501,1,47.7,47.7
2021-06-30 10:19:00,13871,Pet Hair Remover,23203,558501,2,24.96,12.48
2021-06-30 10:19:00,13871,Templation Soft Cat Treats,23084,558501,1,12.48,12.48
2021-06-30 10:19:00,13871,UltraSound Dog Barking Deterrent,22720,558501,1,29.7,29.7
2021-06-30 11:32:00,15039,Earth Rated Dog Poop Bags,85099,558532,2,24.96,12.48
2021-06-30 11:32:00,15039,Purina Pro Plan Adult Sensitive Skin,23284,558532,1,47.7,47.7
2021-06-30 11:32:00,15039,Sheba Perfect Portions Pat Wet Cat Food,22197,558532,4,20.4,5.1
2021-06-30 11:49:00,16717,Dog and Puppy Pads,85123,558533,1,17.7,17.7
2021-06-30 11:54:00,13988,Dog and Puppy Pads,85123,558534,1,17.7,17.7
2021-06-30 11:54:00,13988,NexGard Chew for Dogs,82484,558534,1,47.7,47.7
2021-06-30 11:54:00,13988,Pet Odor Eliminator,84879,558534,2,20.28,10.14
2021-06-30 12:04:00,16904,Pet Grooming Brush,20725,558535,1,9.9,9.9
2021-06-30 12:04:00,16904,Pet Hair Remover,23203,558535,1,12.48,12.48
2021-06-30 12:06:00,12424,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558536,4,118.8,29.7
2021-06-30 12:06:00,12424,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558536,4,118.8,29.7
2021-06-30 12:12:00,15005,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558538,1,29.7,29.7
2021-06-30 12:12:00,15005,Pet Grooming Brush,20725,558538,1,9.9,9.9
2021-06-30 12:12:00,15005,Pet Hair Remover,23203,558538,1,12.48,12.48
2021-06-30 12:12:00,15005,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558538,1,29.7,29.7
2021-06-30 12:12:00,15005,UltraSound Dog Barking Deterrent,22720,558538,1,29.7,29.7
2021-06-30 12:14:00,16556,Dog and Puppy Pads,85123,558539,1,17.7,17.7
2021-06-30 12:14:00,16556,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558539,1,29.7,29.7
2021-06-30 12:15:00,17706,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558540,1,76.5,76.5
2021-06-30 12:23:00,13593,Dog and Puppy Pads,85123,558542,1,17.7,17.7
2021-06-30 12:23:00,13593,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558542,1,29.7,29.7
2021-06-30 12:42:00,13694,Earth Rated Dog Poop Bags,85099,558552,34,357.0,10.5
2021-06-30 12:42:00,13694,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558552,17,178.5,10.5
2021-06-30 13:03:00,15578,Purina Pro Plan Adult Sensitive Skin,23284,558555,1,47.7,47.7
2021-06-30 13:14:00,17954,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558556,1,29.7,29.7
2021-06-30 13:14:00,17954,Sheba Perfect Portions Pat Wet Cat Food,22197,558556,1,5.1,5.1
2021-06-30 13:17:00,13282,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558557,1,29.7,29.7
2021-06-30 13:17:00,17841,Pet Grooming Brush,20725,558558,1,9.9,9.9
2021-06-30 13:17:00,17841,ProBiotic Supplements for Dogs,79321,558558,1,34.5,34.5
2021-06-30 13:17:00,17841,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558558,1,29.7,29.7
2021-06-30 13:28:00,16401,Pet Grooming Brush,20725,558562,4,39.6,9.9
2021-06-30 13:28:00,16401,Sheba Perfect Portions Pat Wet Cat Food,22197,558562,17,73.44,4.32
2021-06-30 13:43:00,14561,Dog and Puppy Pads,85123,558563,1,17.7,17.7
2021-06-30 13:43:00,14561,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558563,1,29.7,29.7
2021-06-30 13:45:00,14057,Templation Soft Cat Treats,23084,558564,7,75.18,10.74
2021-06-30 13:58:00,14803,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558565,1,76.5,76.5
2021-06-30 14:37:00,14191,Earth Rated Dog Poop Bags,85099,558567,2,24.96,12.48
2021-06-30 14:37:00,14191,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558567,2,24.96,12.48
2021-06-30 14:37:00,16316,Canned Cat Food,21137,558568,2,45.0,22.5
2021-06-30 14:37:00,16316,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558568,2,59.4,29.7
2021-06-30 14:37:00,16316,Rechargeable Pet Nail Grinder,22960,558568,1,25.5,25.5
2021-06-30 14:37:00,16316,UltraSound Dog Barking Deterrent,22720,558568,1,29.7,29.7
2021-06-30 14:46:00,17017,Sheba Perfect Portions Pat Wet Cat Food,22197,558571,17,73.44,4.32
2021-06-30 14:46:00,17017,Templation Soft Cat Treats,23084,558571,8,85.92,10.74
2021-06-30 14:47:00,17017,Canned Cat Food,21137,558573,2,45.0,22.5
2021-06-30 15:35:00,16475,Dog and Puppy Pads,85123,558611,1,17.7,17.7
2021-06-30 15:35:00,16475,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558611,1,29.7,29.7
2021-06-30 15:56:00,-1,Earth Rated Dog Poop Bags,85099,558614,1,24.78,24.78
2021-06-30 15:56:00,-1,Pet Grooming Brush,20725,558614,1,24.78,24.78
2021-06-30 15:56:00,-1,Templation Soft Cat Treats,23084,558614,1,24.78,24.78
2021-06-30 16:22:00,16045,Rechargeable Pet Nail Grinder,22960,558616,1,25.5,25.5
2021-06-30 16:28:00,14401,Pet Odor Eliminator,84879,558619,2,20.28,10.14
2021-06-30 16:39:00,15584,Earth Rated Dog Poop Bags,85099,558620,1,12.48,12.48
2021-06-30 16:51:00,16357,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558622,2,59.4,29.7
2021-06-30 17:59:00,12626,Earth Rated Dog Poop Bags,85099,558628,2,24.96,12.48
2021-06-30 17:59:00,12626,Pet Hair Remover,23203,558628,2,24.96,12.48
2021-06-30 18:07:00,15615,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558630,2,59.4,29.7
2021-06-30 18:07:00,15615,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558630,2,24.96,12.48
2021-06-30 18:07:00,15615,Pet Grooming Brush,20725,558630,2,19.8,9.9
2021-06-30 18:07:00,15615,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558630,1,29.7,29.7
2021-06-30 18:07:00,15615,UltraSound Dog Barking Deterrent,22720,558630,1,29.7,29.7
2021-06-30 18:17:00,17921,Pet Grooming Brush,20725,558631,1,9.9,9.9
2021-06-30 18:44:00,17930,Canned Cat Food,21137,558632,4,81.36,20.34
2021-06-30 19:13:00,16745,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558633,2,24.96,12.48
2021-06-30 19:13:00,16745,Pet Grooming Brush,20725,558633,2,19.8,9.9
2021-07-01 08:16:00,16317,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558638,1,76.5,76.5
2021-07-01 08:16:00,16317,UltraSound Dog Barking Deterrent,22720,558638,1,29.7,29.7
2021-07-01 08:55:00,13492,Pet Grooming Brush,20725,558639,4,39.6,9.9
2021-07-01 09:47:00,17667,Earth Rated Dog Poop Bags,85099,558642,2,24.96,12.48
2021-07-01 09:47:00,17667,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558642,2,59.4,29.7
2021-07-01 09:47:00,17667,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558642,1,29.7,29.7
2021-07-01 09:51:00,13534,Earth Rated Dog Poop Bags,85099,558643,4,49.92,12.48
2021-07-01 09:51:00,13534,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558643,4,49.92,12.48
2021-07-01 09:51:00,13534,Pet Hair Remover,23203,558643,2,24.96,12.48
2021-07-01 10:58:00,17800,Pet Grooming Brush,20725,558679,1,9.9,9.9
2021-07-01 11:19:00,-1,Earth Rated Dog Poop Bags,85099,558680,1,24.78,24.78
2021-07-01 11:19:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558680,1,24.78,24.78
2021-07-01 11:20:00,-1,Earth Rated Dog Poop Bags,85099,558682,1,24.78,24.78
2021-07-01 11:20:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558681,1,24.78,24.78
2021-07-01 11:20:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558682,1,24.78,24.78
2021-07-01 11:20:00,-1,Templation Soft Cat Treats,23084,558681,1,24.78,24.78
2021-07-01 11:20:00,-1,Templation Soft Cat Treats,23084,558682,1,24.78,24.78
2021-07-01 11:23:00,-1,Earth Rated Dog Poop Bags,85099,558683,1,24.78,24.78
2021-07-01 11:23:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558683,1,24.78,24.78
2021-07-01 11:29:00,14016,Canned Cat Food,21137,558684,1,22.5,22.5
2021-07-01 11:29:00,14016,Templation Soft Cat Treats,23084,558684,1,12.48,12.48
2021-07-01 11:32:00,17706,Purina Pro Plan Adult Sensitive Skin,23284,558685,1,47.7,47.7
2021-07-01 11:33:00,17706,Earth Rated Dog Poop Bags,85099,558686,2,24.96,12.48
2021-07-01 12:09:00,16746,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558696,2,24.96,12.48
2021-07-01 12:09:00,16746,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558696,1,76.5,76.5
2021-07-01 12:33:00,17920,Sheba Perfect Portions Pat Wet Cat Food,22197,558700,1,5.1,5.1
2021-07-01 12:34:00,16866,Sheba Perfect Portions Pat Wet Cat Food,22197,558701,2,10.2,5.1
2021-07-01 12:45:00,12748,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558702,1,29.7,29.7
2021-07-01 12:45:00,12748,Purina Pro Plan Adult Sensitive Skin,23284,558702,1,47.7,47.7
2021-07-01 12:47:00,13730,Pet Odor Eliminator,84879,558703,3,30.42,10.14
2021-07-01 12:47:00,13730,Sheba Perfect Portions Pat Wet Cat Food,22197,558703,2,10.2,5.1
2021-07-01 12:47:00,13730,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558703,1,76.5,76.5
2021-07-01 12:52:00,12748,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558705,1,29.7,29.7
2021-07-01 12:58:00,12748,Dog and Puppy Pads,85123,558707,1,17.7,17.7
2021-07-01 13:02:00,17338,Dog and Puppy Pads,85123,558709,1,17.7,17.7
2021-07-01 13:07:00,15483,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558713,1,29.7,29.7
2021-07-01 13:31:00,16589,Dog and Puppy Pads,85123,558718,1,17.7,17.7
2021-07-01 14:51:00,13450,Rechargeable Pet Nail Grinder,22960,558729,2,45.0,22.5
2021-07-01 14:53:00,13285,Pet Grooming Brush,20725,558731,2,19.8,9.9
2021-07-01 14:53:00,13285,Pet Hair Remover,23203,558731,2,23.4,11.7
2021-07-01 14:53:00,13285,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558731,1,29.7,29.7
2021-07-01 15:39:00,16775,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558740,2,59.4,29.7
2021-07-01 15:39:00,16775,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558740,2,59.4,29.7
2021-07-01 17:23:00,14415,Dog and Puppy Pads,85123,558746,2,35.4,17.7
2021-07-01 17:23:00,14415,Earth Rated Dog Poop Bags,85099,558746,2,24.96,12.48
2021-07-01 17:23:00,14415,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558746,1,12.48,12.48
2021-07-03 10:28:00,16326,Purina Pro Plan Adult Sensitive Skin,23284,558749,1,47.7,47.7
2021-07-03 10:47:00,18226,Pet Grooming Brush,20725,558750,4,39.6,9.9
2021-07-03 10:47:00,18226,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558750,1,29.7,29.7
2021-07-03 11:26:00,16009,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,558751,1,17.7,17.7
2021-07-03 11:26:00,16009,Templation Soft Cat Treats,23084,558751,1,12.48,12.48
2021-07-03 11:40:00,16931,Dog and Puppy Pads,85123,558752,2,35.4,17.7
2021-07-03 12:10:00,15518,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558754,1,76.5,76.5
2021-07-03 12:21:00,12843,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558756,2,59.4,29.7
2021-07-03 12:21:00,12843,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558756,1,29.7,29.7
2021-07-03 12:22:00,13148,NexGard Chew for Dogs,82484,558757,1,47.7,47.7
2021-07-03 12:36:00,13148,Pet Grooming Brush,20725,558759,2,19.8,9.9
2021-07-03 12:38:00,16918,Dog and Puppy Pads,85123,558760,1,17.7,17.7
2021-07-03 12:38:00,16918,Earth Rated Dog Poop Bags,85099,558760,1,12.48,12.48
2021-07-03 12:38:00,16918,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558760,1,12.48,12.48
2021-07-03 12:38:00,16918,Pet Grooming Brush,20725,558760,1,9.9,9.9
2021-07-03 12:52:00,15033,Purina Pro Plan Adult Sensitive Skin,23284,558761,1,47.7,47.7
2021-07-03 13:05:00,15023,UltraSound Dog Barking Deterrent,22720,558762,1,29.7,29.7
2021-07-03 13:08:00,12841,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558763,1,29.7,29.7
2021-07-03 13:08:00,12841,Rechargeable Pet Nail Grinder,22960,558763,1,25.5,25.5
2021-07-03 13:24:00,14257,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,558766,4,70.8,17.7
2021-07-03 13:24:00,14257,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558766,2,59.4,29.7
2021-07-03 13:24:00,14257,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558766,2,59.4,29.7
2021-07-03 13:27:00,13833,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558767,1,29.7,29.7
2021-07-03 13:27:00,13833,Purina Pro Plan Adult Sensitive Skin,23284,558767,1,47.7,47.7
2021-07-03 13:27:00,13833,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558767,1,76.5,76.5
2021-07-03 13:33:00,15952,Dog and Puppy Pads,85123,558768,1,17.7,17.7
2021-07-03 15:19:00,12748,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558770,1,76.5,76.5
2021-07-03 15:53:00,17105,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558771,1,76.5,76.5
2021-07-03 16:00:00,15007,Pet Grooming Brush,20725,558772,2,19.8,9.9
2021-07-03 16:00:00,17781,NexGard Chew for Dogs,82484,558773,1,47.7,47.7
2021-07-04 10:17:00,-1,Canned Cat Food,21137,558774,1,44.76,44.76
2021-07-04 10:17:00,-1,Earth Rated Dog Poop Bags,85099,558774,2,24.96,12.48
2021-07-04 10:17:00,-1,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558774,1,64.74,64.74
2021-07-04 10:17:00,-1,Pet Grooming Brush,20725,558774,1,24.78,24.78
2021-07-04 10:17:00,-1,Pet Hair Remover,23203,558774,1,24.78,24.78
2021-07-04 10:17:00,-1,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558774,1,64.74,64.74
2021-07-04 10:17:00,-1,Rechargeable Pet Nail Grinder,22960,558774,1,49.74,49.74
2021-07-04 10:17:00,-1,Sheba Perfect Portions Pat Wet Cat Food,22197,558774,1,9.78,9.78
2021-07-04 10:17:00,-1,Templation Soft Cat Treats,23084,558774,1,24.78,24.78
2021-07-04 10:23:00,-1,Dog and Puppy Pads,85123,558777,1,34.74,34.74
2021-07-04 10:23:00,-1,Earth Rated Dog Poop Bags,85099,558777,2,24.96,12.48
2021-07-04 10:23:00,-1,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558777,1,64.74,64.74
2021-07-04 10:23:00,-1,Pet Grooming Brush,20725,558777,1,24.78,24.78
2021-07-04 10:23:00,-1,Pet Hair Remover,23203,558777,1,12.48,12.48
2021-07-04 10:23:00,-1,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558777,1,64.74,64.74
2021-07-04 10:23:00,-1,Purina Pro Plan Adult Sensitive Skin,23284,558777,1,99.78,99.78
